Timestamp,Product,Price
2025-07-12 16:32:18,"fresho! Banana - Robusta, 500 g (Approx. 3 - 4 pcs)",Price:₹33
2025-07-12 16:37:59,"fresho! Banana - Robusta, 500 g (Approx. 3 - 4 pcs)",Price:₹33
2025-07-14 12:36:46,"fresho! Banana - Robusta, 500 g (Approx. 3 - 4 pcs)",Price:₹42
